11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,3,21,21,21,21,21,21,21,21,21,21,4,11,11,11,11,11,3,21,21,21,21,21,21,21,4,11,11,11,11,11,11,11,33,33,11,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,62,41,40,51,54,43,42,42,54,51,10,11,11,11,11,3,22,41,43,61,54,44,61,50,10,11,11,11,11,11,11,11,11,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,21,21,21,21,22,62,54,50,51,60,44,54,61,52,62,20,21,21,21,4,12,43,44,60,61,53,41,43,60,10,11,11,11,11,11,11,11,11,11,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,33,11,11,11,11,3,21,21,21,21,21,21,21,21,21,21,21,21,22,51,51,51,51,51,41,53,53,54,60,60,62,60,41,62,41,43,43,60,10,12,41,51,44,51,50,54,62,40,20,21,21,21,21,21,21,4,11,11,33,33,11,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,11,11,11,11,11,11,12,41,51,40,44,53,54,62,52,44,54,44,60,62,51,51,51,51,51,42,61,62,0,1,2,50,40,40,44,42,44,44,43,10,12,54,62,53,40,54,41,51,41,44,51,53,40,50,60,50,10,11,11,11,33,33,11,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,11,11,11,11,11,11,11,12,51,51,51,61,44,61,52,41,40,62,61,53,52,51,51,51,51,51,61,41,50,10,11,12,62,51,54,52,40,51,50,44,20,22,42,40,54,62,53,53,41,53,43,54,62,44,51,44,43,10,11,11,11,33,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,11,11,11,11,11,11,11,11,13,1,1,1,1,2,41,42,51,52,41,62,42,54,0,1,1,2,62,51,51,0,14,3,22,51,52,53,51,62,42,61,41,50,60,51,61,41,54,41,61,60,44,44,51,51,44,51,60,43,10,11,11,11,33,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,11,11,11,11,3,21,21,21,21,4,11,11,11,11,13,2,62,62,62,40,41,41,54,20,4,11,13,2,51,51,10,11,12,52,62,50,40,62,54,50,44,54,41,61,51,51,42,62,61,43,42,44,60,60,54,62,52,41,44,10,11,11,33,33,33,33,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,11,11,11,11,12,60,51,42,42,10,11,11,11,11,11,13,2,54,52,50,41,51,44,54,10,11,11,12,51,51,10,3,22,51,54,43,52,62,54,61,60,42,54,51,42,60,44,44,40,54,41,50,44,40,42,52,42,42,54,10,11,11,33,33,11,33,33,11,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11
